project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk,snapshot_year_month
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4640.42,3902.21,87.5,2015-01-01,2017-04-20,2018-03-22,2017-10-17,16,8.1,1,2017_10
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4699.1,3381.49,84.2,2015-01-01,2017-04-20,2018-03-22,2018-06-14,16,8.1,1,2018_06
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4699.1,4284.75,80.8,2015-01-01,2017-04-20,2018-03-22,2019-02-09,16,8.1,1,2019_02
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4699.1,3563.34,77.5,2015-01-01,2017-04-20,2018-03-22,2019-10-07,16,8.1,1,2019_10
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4699.1,3974.86,74.2,2015-01-01,2017-04-20,2018-03-22,2020-06-03,16,8.1,1,2020_06
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4699.1,3789.7,70.8,2015-01-01,2017-04-20,2018-03-22,2021-01-29,16,8.1,1,2021_01
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4699.1,3507.8,67.5,2015-01-01,2017-04-20,2018-03-22,2021-09-26,16,8.1,1,2021_09
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4699.1,2830.79,64.2,2015-01-01,2017-04-20,2018-03-22,2022-05-24,16,8.1,1,2022_05
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4699.1,2758.57,60.8,2015-01-01,2017-04-20,2018-03-22,2023-01-19,16,8.1,1,2023_01
PAIM-1013,Project PAIM-1013 - Bridge Construction,Railways,Ministry of Railways,NTPC,Uttar Pradesh,4799.29,4799.29,720.14,16.2,2022-10-01,2028-05-02,2028-05-02,2023-07-28,0,0.5,0,2023_07
PAIM-1013,Project PAIM-1013 - Bridge Construction,Railways,Ministry of Railways,NTPC,Uttar Pradesh,4799.29,4799.29,1292.81,28.7,2022-10-01,2028-05-02,2028-05-02,2024-03-24,0,0.5,0,2024_03
PAIM-1013,Project PAIM-1013 - Bridge Construction,Railways,Ministry of Railways,NTPC,Uttar Pradesh,4799.29,4799.29,1844.78,40.6,2022-10-01,2028-05-02,2028-05-02,2024-11-19,0,0.5,0,2024_11
PAIM-1013,Project PAIM-1013 - Bridge Construction,Railways,Ministry of Railways,NTPC,Uttar Pradesh,4799.29,4799.29,2767.28,52.2,2022-10-01,2028-05-02,2028-05-02,2025-07-17,0,0.5,0,2025_07
PAIM-1013,Project PAIM-1013 - Bridge Construction,Railways,Ministry of Railways,NTPC,Uttar Pradesh,4799.29,4799.29,2711.05,63.4,2022-10-01,2028-05-02,2028-05-02,2026-03-14,0,0.5,0,2026_03
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,2625.86,105.83,3.8,2003-02-01,2008-05-05,2008-05-05,2003-11-28,66,26.2,1,2003_11
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,2893.4,267.76,8.5,2003-02-01,2008-05-05,2012-02-19,2004-07-25,66,26.2,1,2004_07
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3046.27,503.6,14.8,2003-02-01,2008-05-05,2012-02-19,2005-03-22,66,26.2,1,2005_03
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3199.15,678.74,22.3,2003-02-01,2008-05-05,2012-02-19,2005-11-17,66,26.2,1,2005_11
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3313.81,979.37,30.7,2003-02-01,2008-05-05,2012-02-19,2006-07-15,66,26.2,1,2006_07
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3313.81,1164.07,40.0,2003-02-01,2008-05-05,2012-02-19,2007-03-12,66,26.2,1,2007_03
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3313.81,1695.82,50.0,2003-02-01,2008-05-05,2012-02-19,2007-11-07,66,26.2,1,2007_11
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3313.81,1711.48,60.0,2003-02-01,2008-05-05,2012-02-19,2008-07-04,66,26.2,1,2008_07
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3313.81,1967.77,60.0,2003-02-01,2008-05-05,2012-02-19,2009-03-01,66,26.2,1,2009_03
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3313.81,2013.72,60.0,2003-02-01,2008-05-05,2012-02-19,2009-10-27,66,26.2,1,2009_10
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3313.81,1860.96,60.0,2003-02-01,2008-05-05,2012-02-19,2010-06-24,66,26.2,1,2010_06
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3313.81,2042.47,60.0,2003-02-01,2008-05-05,2012-02-19,2011-02-19,66,26.2,1,2011_02
PAIM-1015,Project PAIM-1015 - Gas Pipeline Expansion,Railways,Ministry of Railways,ONGC,Odisha,7018.71,7018.71,1512.61,24.9,2022-11-01,2024-10-21,2024-10-21,2023-08-28,16,7.79,1,2023_08
PAIM-1015,Project PAIM-1015 - Gas Pipeline Expansion,Railways,Ministry of Railways,ONGC,Odisha,7018.71,7231.4,4153.37,56.9,2022-11-01,2024-10-21,2025-09-22,2024-04-24,16,7.79,1,2024_04
PAIM-1015,Project PAIM-1015 - Gas Pipeline Expansion,Railways,Ministry of Railways,ONGC,Odisha,7018.71,7352.94,6623.89,89.0,2022-11-01,2024-10-21,2025-09-22,2024-12-20,16,7.79,1,2024_12
PAIM-1015,Project PAIM-1015 - Gas Pipeline Expansion,Railways,Ministry of Railways,ONGC,Odisha,7018.71,7474.48,6615.25,85.0,2022-11-01,2024-10-21,2025-09-22,2025-08-17,16,7.79,1,2025_08
PAIM-1015,Project PAIM-1015 - Gas Pipeline Expansion,Railways,Ministry of Railways,ONGC,Odisha,7018.71,7565.63,6543.82,81.0,2022-11-01,2024-10-21,2025-09-22,2026-04-14,16,7.79,1,2026_04
PAIM-1016,Project PAIM-1016 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Haryana,492.91,492.91,97.39,18.7,2019-12-01,2024-09-05,2024-09-05,2020-09-26,0,1.0,0,2020_09
PAIM-1016,Project PAIM-1016 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Haryana,492.91,492.91,141.53,33.1,2019-12-01,2024-09-05,2024-09-05,2021-05-24,0,1.0,0,2021_05
PAIM-1016,Project PAIM-1016 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Haryana,492.91,492.91,259.97,46.9,2019-12-01,2024-09-05,2024-09-05,2022-01-19,0,1.0,0,2022_01
PAIM-1016,Project PAIM-1016 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Haryana,492.91,492.91,291.6,60.2,2019-12-01,2024-09-05,2024-09-05,2022-09-16,0,1.0,0,2022_09
PAIM-1016,Project PAIM-1016 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Haryana,492.91,492.91,332.64,73.2,2019-12-01,2024-09-05,2024-09-05,2023-05-14,0,1.0,0,2023_05
PAIM-1016,Project PAIM-1016 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Haryana,492.91,492.91,371.82,85.9,2019-12-01,2024-09-05,2024-09-05,2024-01-09,0,1.0,0,2024_01
PAIM-1016,Project PAIM-1016 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Haryana,492.91,492.91,438.88,98.4,2019-12-01,2024-09-05,2024-09-05,2024-09-05,0,1.0,0,2024_09
PAIM-1016,Project PAIM-1016 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Haryana,492.91,492.91,492.91,100.0,2019-12-01,2024-09-05,2024-09-05,2025-05-03,0,1.0,0,2025_05
PAIM-1016,Project PAIM-1016 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Haryana,492.91,492.91,492.91,100.0,2019-12-01,2024-09-05,2024-09-05,2025-12-29,0,1.0,0,2025_12
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,1217.75,22.2,2003-12-01,2007-11-10,2007-11-10,2004-09-26,0,-1.4,0,2004_09
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,2315.74,39.3,2003-12-01,2007-11-10,2007-11-10,2005-05-24,0,-1.4,0,2005_05
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,3972.24,55.6,2003-12-01,2007-11-10,2007-11-10,2006-01-19,0,-1.4,0,2006_01
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,4025.16,71.4,2003-12-01,2007-11-10,2007-11-10,2006-09-16,0,-1.4,0,2006_09
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,4636.08,86.8,2003-12-01,2007-11-10,2007-11-10,2007-05-14,0,-1.4,0,2007_05
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,6245.83,100.0,2003-12-01,2007-11-10,2007-11-10,2008-01-09,0,-1.4,0,2008_01
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,6245.83,100.0,2003-12-01,2007-11-10,2007-11-10,2008-09-05,0,-1.4,0,2008_09
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,5957.84,100.0,2003-12-01,2007-11-10,2007-11-10,2009-05-03,0,-1.4,0,2009_05
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,6179.64,100.0,2003-12-01,2007-11-10,2007-11-10,2009-12-29,0,-1.4,0,2009_12
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,6245.83,100.0,2003-12-01,2007-11-10,2007-11-10,2010-08-26,0,-1.4,0,2010_08
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,5399.01,100.0,2003-12-01,2007-11-10,2007-11-10,2011-04-23,0,-1.4,0,2011_04
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,6245.83,100.0,2003-12-01,2007-11-10,2007-11-10,2011-12-19,0,-1.4,0,2011_12
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,277.79,28.68,9.3,2019-10-01,2023-06-12,2023-06-12,2020-07-27,38,25.83,1,2020_07
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,305.69,67.46,21.2,2019-10-01,2023-06-12,2025-08-17,2021-03-24,38,25.83,1,2021_03
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,321.64,124.84,35.6,2019-10-01,2023-06-12,2025-08-17,2021-11-19,38,25.83,1,2021_11
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,337.58,184.16,51.8,2019-10-01,2023-06-12,2025-08-17,2022-07-17,38,25.83,1,2022_07
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,349.54,248.63,69.6,2019-10-01,2023-06-12,2025-08-17,2023-03-14,38,25.83,1,2023_03
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,349.54,239.15,77.0,2019-10-01,2023-06-12,2025-08-17,2023-11-09,38,25.83,1,2023_11
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,349.54,278.99,73.0,2019-10-01,2023-06-12,2025-08-17,2024-07-06,38,25.83,1,2024_07
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,349.54,264.38,69.0,2019-10-01,2023-06-12,2025-08-17,2025-03-03,38,25.83,1,2025_03
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,349.54,235.79,65.0,2019-10-01,2023-06-12,2025-08-17,2025-10-29,38,25.83,1,2025_10
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,349.54,233.72,61.0,2019-10-01,2023-06-12,2025-08-17,2026-06-26,38,25.83,1,2026_06
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,938.6,259.3,31.2,2003-07-01,2005-03-22,2005-03-22,2004-04-26,11,7.95,1,2004_04
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,967.6,730.62,71.3,2003-07-01,2005-03-22,2005-11-07,2004-12-22,11,7.95,1,2004_12
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,984.18,947.63,92.7,2003-07-01,2005-03-22,2005-11-07,2005-08-19,11,7.95,1,2005_08
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,1000.75,1000.75,90.0,2003-07-01,2005-03-22,2005-11-07,2006-04-16,11,7.95,1,2006_04
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,1013.18,946.88,87.3,2003-07-01,2005-03-22,2005-11-07,2006-12-12,11,7.95,1,2006_12
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,1013.18,936.29,84.7,2003-07-01,2005-03-22,2005-11-07,2007-08-09,11,7.95,1,2007_08
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,1013.18,776.48,82.0,2003-07-01,2005-03-22,2005-11-07,2008-04-05,11,7.95,1,2008_04
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,1013.18,725.7,79.3,2003-07-01,2005-03-22,2005-11-07,2008-12-01,11,7.95,1,2008_12
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,1013.18,835.54,76.7,2003-07-01,2005-03-22,2005-11-07,2009-07-29,11,7.95,1,2009_07
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,1013.18,818.77,74.0,2003-07-01,2005-03-22,2005-11-07,2010-03-26,11,7.95,1,2010_03
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,1013.18,828.7,71.3,2003-07-01,2005-03-22,2005-11-07,2010-11-21,11,7.95,1,2010_11
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,1013.18,677.81,68.7,2003-07-01,2005-03-22,2005-11-07,2011-07-19,11,7.95,1,2011_07
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,7390.42,762.74,9.4,2005-12-01,2009-04-14,2009-04-14,2006-09-27,51,24.92,1,2006_09
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,8106.5,1633.47,21.3,2005-12-01,2009-04-14,2012-03-19,2007-05-25,51,24.92,1,2007_05
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,8515.69,3438.94,36.1,2005-12-01,2009-04-14,2012-03-19,2008-01-20,51,24.92,1,2008_01
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,8924.88,4564.33,52.9,2005-12-01,2009-04-14,2012-03-19,2008-09-16,51,24.92,1,2008_09
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,9231.78,5632.08,71.5,2005-12-01,2009-04-14,2012-03-19,2009-05-14,51,24.92,1,2009_05
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,9231.78,6782.2,65.5,2005-12-01,2009-04-14,2012-03-19,2010-01-09,51,24.92,1,2010_01
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,9231.78,4859.9,60.0,2005-12-01,2009-04-14,2012-03-19,2010-09-06,51,24.92,1,2010_09
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,9231.78,5238.82,60.0,2005-12-01,2009-04-14,2012-03-19,2011-05-04,51,24.92,1,2011_05
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,9231.78,6286.95,60.0,2005-12-01,2009-04-14,2012-03-19,2011-12-30,51,24.92,1,2011_12
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,9231.78,6287.85,60.0,2005-12-01,2009-04-14,2012-03-19,2012-08-26,51,24.92,1,2012_08
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,9231.78,5661.1,60.0,2005-12-01,2009-04-14,2012-03-19,2013-04-23,51,24.92,1,2013_04
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,9231.78,5758.14,60.0,2005-12-01,2009-04-14,2012-03-19,2013-12-19,51,24.92,1,2013_12
PAIM-1021,Project PAIM-1021 - Solar Park Development,Coal,Ministry of Coal,NTPC,Telangana,2894.35,2894.35,77.77,3.1,2021-04-01,2026-12-01,2026-12-01,2022-01-26,81,35.89,1,2022_01
PAIM-1021,Project PAIM-1021 - Solar Park Development,Coal,Ministry of Coal,NTPC,Telangana,2894.35,3298.28,243.76,6.9,2021-04-01,2026-12-01,2031-07-28,2022-09-23,81,35.89,1,2022_09
PAIM-1021,Project PAIM-1021 - Solar Park Development,Coal,Ministry of Coal,NTPC,Telangana,2894.35,3529.09,432.9,12.1,2021-04-01,2026-12-01,2031-07-28,2023-05-21,81,35.89,1,2023_05
PAIM-1021,Project PAIM-1021 - Solar Park Development,Coal,Ministry of Coal,NTPC,Telangana,2894.35,3759.91,730.55,18.3,2021-04-01,2026-12-01,2031-07-28,2024-01-16,81,35.89,1,2024_01
PAIM-1021,Project PAIM-1021 - Solar Park Development,Coal,Ministry of Coal,NTPC,Telangana,2894.35,3933.02,1143.93,25.5,2021-04-01,2026-12-01,2031-07-28,2024-09-12,81,35.89,1,2024_09
PAIM-1021,Project PAIM-1021 - Solar Park Development,Coal,Ministry of Coal,NTPC,Telangana,2894.35,3933.02,1387.73,33.4,2021-04-01,2026-12-01,2031-07-28,2025-05-10,81,35.89,1,2025_05
PAIM-1021,Project PAIM-1021 - Solar Park Development,Coal,Ministry of Coal,NTPC,Telangana,2894.35,3933.02,1818.85,42.0,2021-04-01,2026-12-01,2031-07-28,2026-01-05,81,35.89,1,2026_01
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,3707.86,509.86,12.4,2008-10-01,2011-12-15,2011-12-15,2009-07-28,14,15.17,1,2009_07
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,3926.64,1229.29,28.1,2008-10-01,2011-12-15,2012-10-03,2010-03-25,14,15.17,1,2010_03
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,4051.66,1750.12,46.9,2008-10-01,2011-12-15,2012-10-03,2010-11-20,14,15.17,1,2010_11
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,4176.68,3187.51,68.0,2008-10-01,2011-12-15,2012-10-03,2011-07-18,14,15.17,1,2011_07
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,4270.45,3694.84,84.2,2008-10-01,2011-12-15,2012-10-03,2012-03-14,14,15.17,1,2012_03
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,4270.45,3295.48,80.8,2008-10-01,2011-12-15,2012-10-03,2012-11-09,14,15.17,1,2012_11
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,4270.45,3516.3,77.5,2008-10-01,2011-12-15,2012-10-03,2013-07-07,14,15.17,1,2013_07
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,4270.45,3151.25,74.2,2008-10-01,2011-12-15,2012-10-03,2014-03-04,14,15.17,1,2014_03
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,4270.45,2912.81,70.8,2008-10-01,2011-12-15,2012-10-03,2014-10-30,14,15.17,1,2014_10
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,4270.45,3059.9,67.5,2008-10-01,2011-12-15,2012-10-03,2015-06-27,14,15.17,1,2015_06
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,4270.45,2534.96,64.2,2008-10-01,2011-12-15,2012-10-03,2016-02-22,14,15.17,1,2016_02
PAIM-1022,Project PAIM-1022 - Expressway,Coal,Ministry of Coal,DMRC,Rajasthan,3707.86,4270.45,2464.21,60.8,2008-10-01,2011-12-15,2012-10-03,2016-10-19,14,15.17,1,2016_10
PAIM-1023,Project PAIM-1023 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,Indian Railways,Telangana,4921.8,4921.8,205.33,4.2,2020-12-01,2025-10-06,2025-10-06,2021-09-27,39,21.61,1,2021_09
